game_id,half,t_seconds,label,gameTime,labels_file
2016-11-30 - 23-00 Paris SG 2 - 0 Angers,2,1231.0,Penalty,2 - 20:31,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-11-30 - 23-00 Paris SG 2 - 0 Angers\Labels-v2.json
2016-12-21 - 22-50 Paris SG 5 - 0 Lorient,2,1032.0,Penalty,2 - 17:12,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2016-12-21 - 22-50 Paris SG 5 - 0 Lorient\Labels-v2.json
2017-03-04 - 19-00 Paris SG 1 - 0 Nancy,2,2083.0,Penalty,2 - 34:43,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2017-03-04 - 19-00 Paris SG 1 - 0 Nancy\Labels-v2.json
2017-05-06 - 18-00 Paris SG 5 - 0 Bastia,2,2059.0,Penalty,2 - 34:19,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2017-05-06 - 18-00 Paris SG 5 - 0 Bastia\Labels-v2.json
2017-05-20 - 22-00 Paris SG 1 - 1 Caen,2,1789.0,Penalty,2 - 29:49,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\france_ligue-1\2016-2017\2017-05-20 - 22-00 Paris SG 1 - 1 Caen\Labels-v2.json
2016-09-13 - 21-45 Barcelona 7 - 0 Celtic,1,1432.0,Penalty,1 - 23:52,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-09-13 - 21-45 Barcelona 7 - 0 Celtic\Labels-v2.json
2016-09-28 - 21-45 Ludogorets 1 - 3 Paris SG,2,792.0,Penalty,2 - 13:12,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-09-28 - 21-45 Ludogorets 1 - 3 Paris SG\Labels-v2.json
2016-09-28 - 21-45 Napoli 4 - 2 Benfica,2,507.0,Penalty,2 - 08:27,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-09-28 - 21-45 Napoli 4 - 2 Benfica\Labels-v2.json
2016-10-19 - 21-45 Barcelona 4 - 0 Manchester City,2,2506.0,Penalty,2 - 41:46,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-10-19 - 21-45 Barcelona 4 - 0 Manchester City\Labels-v2.json
2016-10-19 - 21-45 Paris SG 3 - 0 Basel,2,2833.0,Penalty,2 - 47:13,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-10-19 - 21-45 Paris SG 3 - 0 Basel\Labels-v2.json
2016-11-01 - 20-45 Besiktas 1 - 1 Napoli,2,1977.0,Penalty,2 - 32:57,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-11-01 - 20-45 Besiktas 1 - 1 Napoli\Labels-v2.json
2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG,1,2741.0,Penalty,1 - 45:41,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-11-23 - 22-45 Arsenal 2 - 2 Paris SG\Labels-v2.json
2016-11-23 - 22-45 Celtic 0 - 2 Barcelona,2,597.0,Penalty,2 - 09:57,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2016-11-23 - 22-45 Celtic 0 - 2 Barcelona\Labels-v2.json
2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,249.0,Penalty,2 - 04:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG\Labels-v2.json
2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG,2,2708.0,Penalty,2 - 45:08,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2017-03-08 - 22-45 Barcelona 6 - 1 Paris SG\Labels-v2.json
2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid,1,2753.0,Penalty,1 - 45:53,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2017-04-12 - 21-45 Bayern Munich 1 - 2 Real Madrid\Labels-v2.json
2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich,2,429.0,Penalty,2 - 07:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2016-2017\2017-04-18 - 21-45 Real Madrid 4 - 2 Bayern Munich\Labels-v2.json
2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk,2,576.0,Penalty,2 - 09:36,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk\Labels-v2.json
2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk,2,1074.0,Penalty,2 - 17:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-15 - 21-45 Real Madrid 4 - 0 Shakhtar Donetsk\Labels-v2.json
2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach,2,101.0,Penalty,2 - 01:41,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach\Labels-v2.json
2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach,2,247.0,Penalty,2 - 04:07,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach\Labels-v2.json
2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach,2,1254.0,Penalty,2 - 20:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-15 - 21-45 Sevilla 3 - 0 B. Monchengladbach\Labels-v2.json
2015-09-16 - 21-45 Bayer Leverkusen 4 - 1 BATE,2,1772.0,Penalty,2 - 29:32,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-16 - 21-45 Bayer Leverkusen 4 - 1 BATE\Labels-v2.json
2015-09-16 - 21-45 Chelsea 4 - 0 Maccabi Tel Aviv,1,313.0,Penalty,1 - 05:13,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-16 - 21-45 Chelsea 4 - 0 Maccabi Tel Aviv\Labels-v2.json
2015-09-16 - 21-45 Chelsea 4 - 0 Maccabi Tel Aviv,1,2910.0,Penalty,1 - 48:30,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-16 - 21-45 Chelsea 4 - 0 Maccabi Tel Aviv\Labels-v2.json
2015-09-16 - 21-45 Gent 1 - 1 Lyon,2,2567.0,Penalty,2 - 42:47,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-16 - 21-45 Gent 1 - 1 Lyon\Labels-v2.json
2015-09-16 - 21-45 Olympiakos Piraeus 0 - 3 Bayern Munich,2,2779.0,Penalty,2 - 46:19,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-09-16 - 21-45 Olympiakos Piraeus 0 - 3 Bayern Munich\Labels-v2.json
2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF,2,140.0,Penalty,2 - 02:20,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-03 - 22-45 Shakhtar Donetsk 4 - 0 Malmo FF\Labels-v2.json
2015-11-04 - 22-45 Barcelona 3 - 0 BATE,1,1794.0,Penalty,1 - 29:54,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Barcelona 3 - 0 BATE\Labels-v2.json
2015-11-04 - 22-45 Gent 1 - 0 Valencia,2,208.0,Penalty,2 - 03:28,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Gent 1 - 0 Valencia\Labels-v2.json
2015-11-04 - 22-45 Maccabi Tel Aviv 1 - 3 FC Porto,2,1752.0,Penalty,2 - 29:12,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-04 - 22-45 Maccabi Tel Aviv 1 - 3 FC Porto\Labels-v2.json
2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma,2,1878.0,Penalty,2 - 31:18,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma\Labels-v2.json
2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma,2,2200.0,Penalty,2 - 36:40,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 Barcelona 6 - 1 AS Roma\Labels-v2.json
2015-11-24 - 22-45 FC Porto 0 - 2 Dyn. Kiev,1,2087.0,Penalty,1 - 34:47,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-24 - 22-45 FC Porto 0 - 2 Dyn. Kiev\Labels-v2.json
2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla,2,2742.0,Penalty,2 - 45:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 B. Monchengladbach 4 - 2 Sevilla\Labels-v2.json
2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG,2,935.0,Penalty,2 - 15:35,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 Malmo FF 0 - 5 Paris SG\Labels-v2.json
2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid,2,1907.0,Penalty,2 - 31:47,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-11-25 - 22-45 Shakhtar Donetsk 3 - 4 Real Madrid\Labels-v2.json
2015-12-09 - 22-45 D. Zagreb 0 - 2 Bayern Munich,2,2500.0,Penalty,2 - 41:40,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2015-2016\2015-12-09 - 22-45 D. Zagreb 0 - 2 Bayern Munich\Labels-v2.json
2014-11-04 - 22-45 Arsenal 3 - 3 Anderlecht,1,1462.0,Penalty,1 - 24:22,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2014-11-04 - 22-45 Arsenal 3 - 3 Anderlecht\Labels-v2.json
2014-11-04 - 22-45 Arsenal 3 - 3 Anderlecht,2,1623.0,Penalty,2 - 27:03,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2014-11-04 - 22-45 Arsenal 3 - 3 Anderlecht\Labels-v2.json
2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets,1,1182.0,Penalty,1 - 19:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2014-12-09 - 22-45 Real Madrid 4 - 0 Ludogorets\Labels-v2.json
2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow,1,1026.0,Penalty,1 - 17:06,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2014-12-10 - 22-45 Bayern Munich 3 - 0 CSKA Moscow\Labels-v2.json
2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona,2,2912.0,Penalty,2 - 48:32,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-02-24 - 22-45 Manchester City 1 - 2 Barcelona\Labels-v2.json
2015-03-11 - 22-45 Bayern Munich 7 - 0 Shakhtar Donetsk,1,209.0,Penalty,1 - 03:29,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-03-11 - 22-45 Bayern Munich 7 - 0 Shakhtar Donetsk\Labels-v2.json
2015-03-18 - 22-45 Barcelona 1 - 0 Manchester City,2,1941.0,Penalty,2 - 32:21,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-03-18 - 22-45 Barcelona 1 - 0 Manchester City\Labels-v2.json
2015-04-14 - 21-45 Juventus 1 - 0 Monaco,2,685.0,Penalty,2 - 11:25,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-04-14 - 21-45 Juventus 1 - 0 Monaco\Labels-v2.json
2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich,1,176.0,Penalty,1 - 02:56,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-04-15 - 21-45 FC Porto 3 - 1 Bayern Munich\Labels-v2.json
2015-05-05 - 21-45 Juventus 2 - 1 Real Madrid,2,717.0,Penalty,2 - 11:57,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\europe_uefa-champions-league\2014-2015\2015-05-05 - 21-45 Juventus 2 - 1 Real Madrid\Labels-v2.json
2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool,1,1742.0,Penalty,1 - 29:02,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-08-14 - 18-00 Arsenal 3 - 4 Liverpool\Labels-v2.json
2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool,1,2568.0,Penalty,1 - 42:48,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-08-27 - 14-30 Tottenham 1 - 1 Liverpool\Labels-v2.json
2016-09-10 - 17-00 Arsenal 2 - 1 Southampton,2,2922.0,Penalty,2 - 48:42,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-09-10 - 17-00 Arsenal 2 - 1 Southampton\Labels-v2.json
2016-09-17 - 17-00 Hull City 1 - 4 Arsenal,1,2422.0,Penalty,1 - 40:22,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-09-17 - 17-00 Hull City 1 - 4 Arsenal\Labels-v2.json
2016-09-17 - 17-00 Hull City 1 - 4 Arsenal,2,1989.0,Penalty,2 - 33:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-09-17 - 17-00 Hull City 1 - 4 Arsenal\Labels-v2.json
2016-10-01 - 14-30 Swansea 1 - 2 Liverpool,2,2306.0,Penalty,2 - 38:26,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-10-01 - 14-30 Swansea 1 - 2 Liverpool\Labels-v2.json
2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal,2,1186.0,Penalty,2 - 19:46,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-10-29 - 14-30 Sunderland 1 - 4 Arsenal\Labels-v2.json
2016-10-29 - 17-00 Tottenham 1 - 1 Leicester,1,2593.0,Penalty,1 - 43:13,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-10-29 - 17-00 Tottenham 1 - 1 Leicester\Labels-v2.json
2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland,2,2709.0,Penalty,2 - 45:09,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-11-26 - 18-00 Liverpool 2 - 0 Sunderland\Labels-v2.json
2016-12-04 - 16-30 Bournemouth 4 - 3 Liverpool,2,648.0,Penalty,2 - 10:48,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2016-12-04 - 16-30 Bournemouth 4 - 3 Liverpool\Labels-v2.json
2017-01-02 - 18-00 Sunderland 2 - 2 Liverpool,1,1483.0,Penalty,1 - 24:43,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-01-02 - 18-00 Sunderland 2 - 2 Liverpool\Labels-v2.json
2017-01-02 - 18-00 Sunderland 2 - 2 Liverpool,2,2323.0,Penalty,2 - 38:43,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-01-02 - 18-00 Sunderland 2 - 2 Liverpool\Labels-v2.json
2017-01-15 - 19-00 Manchester United 1 - 1 Liverpool,1,1596.0,Penalty,1 - 26:36,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-01-15 - 19-00 Manchester United 1 - 1 Liverpool\Labels-v2.json
2017-01-31 - 23-00 Liverpool 1 - 1 Chelsea,2,1858.0,Penalty,2 - 30:58,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-01-31 - 23-00 Liverpool 1 - 1 Chelsea\Labels-v2.json
2017-05-13 - 14-30 Manchester City 2 - 1 Leicester,1,2124.0,Penalty,1 - 35:24,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-05-13 - 14-30 Manchester City 2 - 1 Leicester\Labels-v2.json
2017-05-13 - 14-30 Manchester City 2 - 1 Leicester,2,1889.0,Penalty,2 - 31:29,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2016-2017\2017-05-13 - 14-30 Manchester City 2 - 1 Leicester\Labels-v2.json
2015-08-08 - 19-30 Chelsea 2 - 2 Swansea,2,544.0,Penalty,2 - 09:04,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-08-08 - 19-30 Chelsea 2 - 2 Swansea\Labels-v2.json
2015-08-23 - 15-30 West Brom 2 - 3 Chelsea,1,783.0,Penalty,1 - 13:03,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-08-23 - 15-30 West Brom 2 - 3 Chelsea\Labels-v2.json
2015-11-07 - 18-00 Manchester United 2 - 0 West Brom,2,2752.0,Penalty,2 - 45:52,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-11-07 - 18-00 Manchester United 2 - 0 West Brom\Labels-v2.json
2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland,2,254.0,Penalty,2 - 04:14,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-12-19 - 18-00 Chelsea 3 - 1 Sunderland\Labels-v2.json
2015-12-26 - 18-00 Chelsea 2 - 2 Watford,1,2497.0,Penalty,1 - 41:37,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-12-26 - 18-00 Chelsea 2 - 2 Watford\Labels-v2.json
2015-12-26 - 18-00 Chelsea 2 - 2 Watford,2,2069.0,Penalty,2 - 34:29,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-12-26 - 18-00 Chelsea 2 - 2 Watford\Labels-v2.json
2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland,2,1413.0,Penalty,2 - 23:33,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2015-12-26 - 18-00 Manchester City 4 - 1 Sunderland\Labels-v2.json
2016-01-23 - 20-30 West Ham 2 - 2 Manchester City,1,525.0,Penalty,1 - 08:45,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2016-01-23 - 20-30 West Ham 2 - 2 Manchester City\Labels-v2.json
2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham,2,476.0,Penalty,2 - 07:56,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2016-02-14 - 19-15 Manchester City 1 - 2 Tottenham\Labels-v2.json
2016-03-05 - 18-00 Manchester City 4 - 0 Aston Villa,2,1646.0,Penalty,2 - 27:26,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2016-03-05 - 18-00 Manchester City 4 - 0 Aston Villa\Labels-v2.json
2016-03-19 - 18-00 Chelsea 2 - 2 West Ham,2,2602.0,Penalty,2 - 43:22,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2016-03-19 - 18-00 Chelsea 2 - 2 West Ham\Labels-v2.json
2016-04-09 - 19-30 Manchester City 2 - 1 West Brom,1,1088.0,Penalty,1 - 18:08,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2015-2016\2016-04-09 - 19-30 Manchester City 2 - 1 West Brom\Labels-v2.json
2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal,1,425.0,Penalty,1 - 07:05,C:\Users\user\Documents\GitHub\penalty-keeper-detection\data\raw\SoccerNet\england_epl\2014-2015\2015-02-21 - 18-00 Crystal Palace 1 - 2 Arsenal\Labels-v2.json
